gal_id,r_kpc,g_obs,g_bar,g_mod
MilkyWay,4.15,14787.561267134137,12835.21566211849,13490.168951729958
MilkyWay,4.25,12899.932751624012,12580.158981692033,13243.356662079288
MilkyWay,4.35,10165.461955782392,12330.047440848855,13001.230283667132
MilkyWay,4.550000000000001,10385.403489862369,11844.225725717999,12530.578125019238
MilkyWay,4.65,9137.740051539275,11608.352381392602,12301.87984801918
MilkyWay,4.75,11292.693197174784,11377.086475315671,12077.511110536196
MilkyWay,4.8500000000000005,10290.364385047693,11150.376745742868,11857.418154246037
MilkyWay,4.95,10661.845204186488,10928.177559061898,11641.553681002313
MilkyWay,5.050000000000001,10284.518232830871,10710.44650356148,11429.874419819442
MilkyWay,5.15,10280.625992163466,10497.142554399143,11222.339260943934
MilkyWay,5.25,9792.879642758566,10288.224700439048,11018.907848222038
MilkyWay,5.3500000000000005,9289.376458124967,10083.65094284211,10819.539540190037
MilkyWay,5.45,9541.635626901048,9883.377591212366,10624.192666233203
MilkyWay,5.550000000000001,9771.28846083996,9687.358796307186,10432.82401735275
MilkyWay,5.65,9466.85883925559,9495.546269271375,10245.388522015075
MilkyWay,5.75,9096.401300874257,9307.889146439637,10061.839066617784
MilkyWay,5.8500000000000005,8716.304195288172,9124.333966284688,9882.126427610941
MilkyWay,5.95,9115.441811172292,8944.824731329483,9706.199288519478
MilkyWay,6.050000000000001,8642.387661820223,8769.303033008817,9534.004320243332
MilkyWay,6.15,8742.184534098824,8597.70822173744,9365.486307244872
MilkyWay,6.25,8724.506735322264,8429.977607967801,9200.588305719677
MilkyWay,6.3500000000000005,8391.77272282761,8266.046682926046,9039.251822711907
MilkyWay,6.45,8359.687246206653,8105.84935010348,8881.417007484464
MilkyWay,6.550000000000001,8096.157915476547,7949.318160538939,8727.022848373681
MilkyWay,6.65,8080.916181953366,7796.384546528474,8576.007369922136
MilkyWay,6.75,7859.856842086586,7646.979049702764,8428.307826352077
MilkyWay,6.8500000000000005,7582.13972577827,7501.031540470052,8283.860888466515
MilkyWay,6.95,7566.762321741222,7358.4714266762285,8142.602821888779
MilkyWay,7.050000000000001,7418.795495066194,7219.2278500183365,8004.469655208436
MilkyWay,7.15,7390.316254881984,7083.229869293716,7869.397337122846
MilkyWay,7.25,7208.43971100122,6950.406629997983,7737.321882072826
MilkyWay,7.35,7166.414683911505,6820.687520122256,7608.179504189058
MilkyWay,7.45,7092.603601604344,6694.002312259972,7481.90673960966
MilkyWay,7.550000000000001,7020.850223941402,6570.281292331135,7358.44055741301
MilkyWay,7.65,6923.590878155132,6449.455375377913,7237.718459544931
MilkyWay,7.75,6836.521711529281,6331.456208990838,7119.678570215559
MilkyWay,7.85,6783.810118067359,6216.2162649965985,7004.2597153061815
MilkyWay,7.95,6700.89859842173,6103.668920084126,6891.4014923670375
