R_kpc,Sigma_bar,Sigma_eff,kappa_bar,kappa_eff,kappa_bar_mean,kappa_eff_mean,gamma_bar,gamma_eff,alpha_bar_arcsec,alpha_eff_arcsec,fX,gbar
1.0,6530371437.810501,7021142097.384495,1.9253452594997278,2.0700388610675353,0.0,0.0,-1.9253452594997278,-2.0700388610675353,0.0,0.0,0.0,62200.629742279736
1.0129313309132895,7738533219.826724,8061202135.448768,2.2815468296348533,2.37667910089952,0.05339243372471073,0.05643052816433664,-2.2281543959101424,-2.3202485727351836,0.01758485097182712,0.018585450386991685,0.0,62272.45957046743
1.026029881145768,6542188624.076978,7085682520.823926,1.9288293130142113,2.0890672730803255,0.10541675287126742,0.11162238723529568,-1.8234125601429438,-1.9774448858450298,0.035168076378162265,0.037238337672926336,0.0,62310.247361555936
1.039297813065787,6185288100.590758,6728991461.750285,1.823604558564784,1.9839042748904971,0.15033252124723562,0.16044666950719627,-1.6732720373175485,-1.823457605383301,0.050800960655346276,0.05421877367114473,0.0,62337.82818586936
1.0527373170039989,6677633926.110034,7221497344.11389,1.9687625653068692,2.1291094710902443,0.19463574528990127,0.20856063110428538,-1.774126820016968,-1.920548839985959,0.06662260204414674,0.07138900363569466,0.0,62343.51216865227
1.0663506116149462,6169474107.564123,6712993132.164103,1.8189421290540666,1.9791874975491155,0.23773183884915888,0.25537008414327844,-1.5812102902049077,-1.723817413405837,0.08242640191526081,0.08854193571473447,0.0,62327.39444865782
1.0801399442433277,5864331283.578228,6407956966.129161,1.728977064244739,1.8892538786356627,0.2766978619003394,0.29795438228695537,-1.4522792023443998,-1.5912994963487073,0.09717729377337554,0.1046426609143545,0.0,62301.950500360035
1.0941075912950002,6206859338.352091,6750447282.038241,1.829964392880617,1.9902300807460283,0.3148307109951289,0.33961396686471895,-1.5151336818854881,-1.6506161138813094,0.11199950206892838,0.12081602542609186,0.0,62248.195604107415
1.108255858612778,5832928428.304454,6376583086.023293,1.7197185803879023,1.8800039375091593,0.3518614934750154,0.3800821241284551,-1.367857086912887,-1.4999218133807042,0.1267916775473472,0.13696085254474646,0.0,62183.12622947222
1.1225870818570918,6506584646.95127,7050355653.274739,1.9183322150725204,2.0786518751789154,0.38909891586357737,0.42067040258471783,-1.529233299208943,-1.6579814725941975,0.14202311421143957,0.15354686994966826,0.0,62104.57689255451
1.1371036268915697,5831307939.001202,6374934483.589724,1.7192408125568073,1.8795178811017252,0.4253531741160892,0.4601903959048123,-1.293887638440718,-1.4193274851969129,0.1572637738275797,0.1701439715116523,0.0,62002.53660727446
1.1518078901736064,5522560916.128604,6066257080.774568,1.628213124080987,1.7885107186631812,0.4570163949359983,0.49503622692286775,-1.1711967291449885,-1.2934744917403136,0.17115547644741547,0.18539413950254424,0.0,61893.144430695706
1.1667022991499791,5908638511.831633,6452463040.530401,1.7420401361835485,1.9023755762578274,0.4881822323851824,0.5293046751309617,-1.2538579037983661,-1.3730709011268658,0.18519147601382177,0.20079123643971125,0.0,61764.19047397467
1.1817893126575831,5500793319.241621,6044265716.687037,1.6217953973289685,1.7820270187696796,0.5184569261619243,0.5626024195370295,-1.1033384711670442,-1.2194245992326502,0.1992194373695686,0.21618254444520588,0.0,61621.38353263797
1.1970714213293474,10749260319.73472,11292729489.144386,3.1691975865110558,3.3294282562320388,0.5662026063541769,0.6132931364242146,-2.602994980156879,-2.716135119807824,0.22037934971233267,0.23870808977459992,0.0,61471.90944988616
1.212551148005399,5517452675.600842,6060940826.51972,1.626707064773615,1.7869433308008917,0.6125475142834799,0.6625084263429194,-1.014159550490135,-1.1244349044579725,0.241500936580925,0.2611983588599224,0.0,61298.01040726606
1.228231048149546,5199678696.049162,5743385700.269602,1.533017964398748,1.6933187548057944,0.6370801927533304,0.6898395608672012,-0.8959377716454177,-1.0034791939385932,0.25442111101730663,0.2754908243827311,0.0,61118.48299696288
1.2441137102711441,5672499632.306715,6216315073.766447,1.6724194604522287,1.8327522213415994,0.6615893339299905,0.7170773839847618,-1.0108301265222381,-1.1156748373568375,0.26762553064871025,0.29007150744878635,0.0,60926.54744974657
1.2602017563524206,5189027263.235738,5732644388.444299,1.5298776092337314,1.6901519006688437,0.6854138802738281,0.7435610434273882,-0.8444637289599033,-0.9465908572414555,0.28084839480464246,0.3046741997731628,0.0,60719.033037181056
1.2764978422813225,4920891605.36511,5464579029.131196,1.4508233436838467,1.6111183611979836,0.7058282898473108,0.7665666333761888,-0.7449950538365359,-0.8445517278217948,0.2929531124403637,0.31816248281726656,0.0,60506.55321181053
1.2930046582899624,5231758837.283354,5775459465.649023,1.5424761320447284,1.7027750426625659,0.7258985156138804,0.7891626134436219,-0.816577616430848,-0.9136124292189439,0.3051792266966876,0.3317764548739854,0.0,60276.88008478248
1.3097249293987345,4895380767.708765,5439013771.223693,1.443301999635463,1.603580972461547,0.7453486128416322,0.811074182344001,-0.6979533867938308,-0.7925067901175461,0.31740847018605234,0.34539785945762874,0.0,60039.28208657078
1.3266614158661745,5639033681.519174,6182725541.465933,1.662552715456626,1.8228490408870905,0.7658543608757203,0.833978925952814,-0.8966983545809056,-0.9888701149342766,0.33035832729291376,0.3597444854401259,0.0,59795.11313820157
1.3438169136446332,4898319283.714074,5441948976.55824,1.4441683604412248,1.6044463571843528,0.7858152153552405,0.8562778993622463,-0.6583531450859843,-0.7481684578221065,0.3433519410539859,0.3741397125973786,0.0,59534.270867120424
1.3611942548418474,4626131027.07129,5169860201.995367,1.363919269771677,1.5242265967531823,0.8014928361232847,0.8742344655510431,-0.5624264336483924,-0.6499921312021392,0.35473065654770997,0.38692518755570743,0.0,59269.873898456026
1.3787963081884758,4984583275.283615,5528408094.700119,1.4696015182356346,1.6299370440220384,0.8171104879634026,0.8920739767201378,-0.652491030272232,-0.7378630673019007,0.36631935612376015,0.39992628852601314,0.0,58994.3622894906
1.3966259795116829,4609540122.065299,5153137405.604042,1.3590277837959874,1.5192962253242008,0.8322522578447696,0.9093807374183883,-0.5267755259512178,-0.6099154879058125,0.3779323507274709,0.41295700499369026,0.0,58709.22465208556
1.4146862122148456,4376124600.49316,4919794261.09586,1.290210033958583,1.450499814370551,0.8447377534558453,0.9239757260143718,-0.44547228050273757,-0.5265240883561791,0.3885625991708178,0.4250104937326611,0.0,58421.07910422797
1.432979987763464,4630508043.984871,5174135853.530301,1.3652097428857362,1.5254871843770952,0.8569966342166846,0.9382906943627847,-0.5082131086690516,-0.5871964900143105,0.39929899027105015,0.43717619402581337,0.0,58118.02027485501
1.4515103261773548,4348499010.114818,4892217924.774856,1.2820651987095704,1.4423695006639516,0.8688283109056445,0.9521264840895984,-0.41323688780392587,-0.4902430165743532,0.4100464574448356,0.449359311776324,0.0,57811.44558458023
1.4702802865292108,4813701001.727256,5357493151.8864155,1.4192204061568732,1.579546300086903,0.8810628877728989,0.9663149447957221,-0.5381575183839743,-0.6132313552911809,0.4211977212169028,0.46195300968198916,0.0,57498.74604329077
