r_kpc,C
847.915,1.2645257873855207
830.785,1.2594353435516392
813.655,1.2542307749369206
796.525,1.2489117040018396
779.4,1.243479645382414
762.2750000000001,1.2379332974838029
745.145,1.232271582898688
728.0150000000001,1.226497091725233
710.885,1.220611246107223
693.755,1.2146159444135487
676.625,1.2085136045510818
659.4949999999999,1.2023072089109
642.3650000000001,1.1960003506829755
625.235,1.189597281203771
608.105,1.1831029579227568
590.975,1.1765230924879342
573.8449999999999,1.169864198357637
556.715,1.1631336372471426
539.585,1.1563396636154293
522.455,1.1494914662916953
505.3250000000001,1.1425992062355934
488.195,1.1356740493226933
471.065,1.128728192951332
453.935,1.1217748851832663
436.805,1.1148284350635662
419.675,1.1079042127207133
402.545,1.101018637832039
385.415,1.0941891550588647
368.285,1.0874341951163362
351.155,1.0807731202510364
334.02500000000003,1.0742261530602544
316.89500000000004,1.0678142878043924
299.765,1.0615591836408047
282.635,1.0554830395436
265.51000000000005,1.049610134150647
248.385,1.0439614780706277
231.255,1.0385584023904637
214.125,1.033425346654374
196.995,1.028584729023483
179.865,1.0240584145047298
162.735,1.019867493192816
145.605,1.0160320552479463
128.475,1.0125709666089302
111.345,1.0095016497249263
94.215,1.006839873756434
77.085,1.004599558730208
59.95499999999999,1.0027925980218682
42.825,1.0014287032787
25.695,1.0005152754853244
8.565,1.0000573053259776
