cluster,theta_E_obs,theta_E_pred,error,chi2,R_500,ell0,A_c
MACS0416,30.0,26.864144489367057,-3.1358555106329433,4.370484348251999,1200,219.19934467483338,3.697391591241729
A2744,26.0,24.969407679090338,-1.030592320909662,0.2655301329794909,1430,239.394890897452,2.5037427967135453
RXJ1347,32.0,32.73235597798391,0.7323559779839073,0.1340863196221913,1500,245.2147071103911,3.371556672815546
A370,38.0,36.56322033949194,-1.4367796605080585,0.516083948212413,1300,228.19745159193977,4.362059381758152
CL0024,24.0,26.905779246948544,2.905779246948544,1.3509684851194959,1180,217.35549903200842,3.024062113242164
MACS0329,28.0,30.15187873909025,2.1518787390902503,0.7408931372397832,1380,235.1506414133815,3.240706504950091
