cluster,theta_E_obs,theta_E_pred,error,chi2,R_500,ell0,A_c
MACS0416,30.0,46.658777271005924,16.658777271005924,123.33993785110383,1200,201.56721229051416,9.888490154762161
A2744,26.0,54.932696893998745,28.932696893998745,209.27523739000117,1430,203.04863303710775,10.05688543617285
RXJ1347,32.0,48.443886847416195,16.443886847416195,67.60035366265683,1500,203.45426401927742,9.809226724621112
A370,38.0,51.188508475288714,13.188508475288714,43.48418895069056,1300,202.24208557525296,9.718136037217793
CL0024,24.0,46.73109027101589,22.731090271015887,82.67239438545171,1180,201.42579083573594,9.791874531691644
