name,hubble_type,type_group,param_source,ape,rms,chi2_reduced,n_points,elapsed,params_used
CamB,Im,late,global_median,65.92269111751074,4.938896422997999,6.860446277935059,9,0.014519691467285156,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
D512-2,Im,late,global_median,27.261450734723027,10.266572174303654,7.821015875099103,4,0.011308431625366211,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
D564-8,Im,late,global_median,35.54486662747431,9.404375870024184,25.997438735223703,6,0.01216268539428711,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
D631-7,Im,late,global_median,54.3753825543763,22.90148142757011,74.92478381666378,16,0.018925189971923828,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
DDO064,Im,late,global_median,34.07725308818901,17.490580432895406,11.821645429661505,14,0.01775813102722168,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
DDO154,Im,late,global_median,50.17310239020808,20.974474938041826,119.98052697996674,12,0.0153045654296875,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
DDO161,Im,late,global_median,60.45939536737371,26.000126864088905,106.85970119437721,30,0.02798771858215332,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
DDO168,Im,late,global_median,33.62754762177931,18.52920849867755,74.93766094035144,10,0.014115333557128906,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
DDO170,Im,late,global_median,28.68315841656817,15.6386556692805,66.01318162963511,8,0.013655662536621094,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
ESO079-G014,Sbc,intermediate,global_median,44.17279415389187,48.695120307829214,347.04468192704087,15,0.019144535064697266,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
ESO116-G012,Sd,late,global_median,46.01772007274132,35.02721173247479,192.32184523727778,15,0.017596006393432617,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
ESO444-G084,Im,late,global_median,48.54389980014581,30.4393765500227,146.1906179802289,7,0.012997627258300781,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
ESO563-G021,Sbc,intermediate,global_median,155.63615743638354,200.8164443503133,1342.087064131299,30,0.02714252471923828,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F561-1,Sm,late,global_median,35.85921018980431,14.11579601288401,6.069306811761228,6,0.011616230010986328,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F563-1,Sm,late,global_median,42.55623731247302,44.386815122404315,17.453615119244535,17,0.020064830780029297,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F563-V1,Im,late,global_median,24.9107656994785,5.275526940418269,1.3358968559557893,6,0.011766672134399414,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F563-V2,Im,late,global_median,46.15279578423491,49.079446361494966,14.973979200694888,10,0.015037775039672852,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F565-V2,Im,late,global_median,47.3073824789127,37.782212190744865,46.30620020526954,7,0.015623092651367188,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F567-2,Sm,late,global_median,21.635570283052076,10.69547016123133,2.555129295344086,5,0.012534618377685547,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F568-1,Sc,intermediate,global_median,58.60911269716373,63.3047990271303,36.403683878014235,12,0.01714634895324707,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F568-3,Sd,late,global_median,37.44332863598447,38.52550220384446,17.376357816490415,18,0.028148651123046875,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F568-V1,Sd,late,global_median,50.91162761817363,49.35992922507495,22.016493993333434,15,0.017740488052368164,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F571-8,Sc,intermediate,global_median,145.90515596545558,70.264293804961,267.0656164505258,13,0.017175912857055664,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F571-V1,Sd,late,global_median,32.95569651066713,25.225030511090655,19.47896746187923,7,0.013911247253417969,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F574-1,Sd,late,global_median,46.44591508996515,30.58066961033511,49.13694087100138,14,0.021825551986694336,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F574-2,Sm,late,global_median,60.836895829645655,13.749942689533237,2.638627715310423,5,0.012274980545043945,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F579-V1,Sc,intermediate,global_median,24.175809528668335,25.251881626118575,6.279790243938413,14,0.01951885223388672,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F583-1,Sm,late,global_median,56.519747685997245,37.372177271233966,42.30604785626271,25,0.026846647262573242,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
F583-4,Sc,intermediate,global_median,44.119720056234684,17.919356633044146,14.793958565403194,12,0.015417098999023438,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
IC2574,Sm,late,global_median,29.705057962967718,18.277398427541563,33.463867403316115,33,0.03288602828979492,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
IC4202,Sbc,intermediate,global_median,111.56999722223128,176.0883808379526,1766.2232344788154,32,0.033945322036743164,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
KK98-251,Im,late,global_median,35.18161453244879,11.931723021381558,38.13375381936606,15,0.01809215545654297,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC0024,Sc,intermediate,global_median,32.480541742640916,36.43893617973591,79.32771281369506,29,0.028749942779541016,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC0055,Sm,late,global_median,27.30638872314467,19.114137016806232,41.61714392790334,21,0.024491548538208008,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC0100,Scd,late,global_median,54.81501039838056,25.4303902810368,26.13078628294109,21,0.055246591567993164,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC0247,Sd,late,global_median,18.26884089999391,20.451925143928612,16.205746695383187,26,0.04549264907836914,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC0289,Sbc,intermediate,global_median,41.8658328387796,100.6539421684315,144.01886569282735,28,0.03808403015136719,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC0300,Sd,late,global_median,28.556171346242696,26.297276464670784,49.75737344449613,25,0.04481077194213867,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC0801,Sc,intermediate,global_median,108.45256881211368,275.3863595344426,2582.7081496251308,13,0.03398251533508301,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC0891,Sb,early,global_median,67.93342056470873,156.99185179136768,1566.1542973310504,18,0.021945953369140625,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC1003,Scd,late,global_median,23.553508759561712,27.022431705385827,86.61802381388175,36,0.029544353485107422,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC1090,Sbc,intermediate,global_median,149.93043186499284,149.74963834995884,1282.6838215483087,24,0.0222930908203125,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC1705,BCD,late,global_median,43.959460710722524,34.45675201775649,59.61259466057814,14,0.016815900802612305,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC2366,Im,late,global_median,63.30484999666976,19.23221152810872,67.32807441049381,26,0.026417255401611328,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
NGC2403,Scd,late,global_median,43.33144628049883,44.62641070119851,396.7026157308136,73,0.05123543739318848,"{'eta': 0.175, 'ring_amp': 1.626, 'M_max': 2.542, 'bulge_gate_power': 32.941, 'lambda_hat': 19.883}"
