R_kpc,Sigma_bar,Sigma_eff,kappa_bar,kappa_eff,kappa_bar_mean,kappa_eff_mean,gamma_bar,gamma_eff,alpha_bar_arcsec,alpha_eff_arcsec
1.0,491312656.55387384,492088456.94824904,0.0274170378109016,0.02746033030186955,0.0,0.0,-0.0274170378109016,-0.02746033030186955,0.0,0.0
1.012770170667932,491345283.3041621,492121086.9570386,0.02741885850254137,0.027462151175345572,0.0006870749713436986,0.0006881598535317843,-0.02673178353119767,-0.026773991321813788,0.001492099499291596,0.0014944555044397205
1.0257034185947522,491378776.0891056,492154583.08647186,0.027420727522072905,0.02746402038151183,0.0013569785535322465,0.001359121136127966,-0.02606374896854066,-0.026104899245383867,0.0029845409464892515,0.0029892533463068555
1.0388018263048886,491413158.6491881,492188969.07936275,0.027422646194301764,0.027465939245303918,0.002010142277475398,0.002013316059976812,-0.025412503916826368,-0.025452623185327105,0.004477568689417075,0.004484638253255709
1.0520675029169615,491448455.416545,492224269.370244,0.027424615882630198,0.02746790913025786,0.002646986893902027,0.0026511660400166475,-0.02477762898872817,-0.024816743090241213,0.005971427332728955,0.005980855209910291
1.065502584483396,491484691.537345,492260509.1077502,0.02742663799030612,0.027469931439759173,0.0032679226444869446,0.0032730819654905037,-0.024158715345819173,-0.02419684947426867,0.007466361784001836,0.007478149504019432
1.0791092343343718,491521892.8950182,492297714.1778474,0.027428713961719305,0.027472007618339157,0.0038733495262153954,0.003879464464727733,-0.02355536443550391,-0.023592543153611423,0.0089626173001662,0.008976766772949174
1.0928896434261632,491560086.13436717,492335911.22794783,0.027430845283746903,0.027474139153020584,0.0044636575491558105,0.004470704163323425,-0.022967187734591093,-0.02300343498969716,0.010460439534294234,0.010476953050532903
1.1068460306939307,491599298.68660444,492375127.6919486,0.027433033487150604,0.027476327574714948,0.005039226987807389,0.005047181935882465,-0.022393806499343215,-0.022429145638832484,0.01196007458276735,0.011978954814300906
1.1209806434090153,491639558.7953564,492415391.8162385,0.027435280148027742,0.02747857445967375,0.005600428626184744,0.0056092691514907315,-0.021834851521842998,-0.02186930530818302,0.013461769032844904,0.013483019033111275
1.1352957575407967,491680895.5436814,492456732.68671846,0.02743758688931903,0.027480881430996317,0.00614762399679798,0.0061573279130720275,-0.021289962892521053,-0.02132355351792429,0.01496577001065727,0.014989393215205192
1.149793678123172,491723338.882148,492499180.25688255,0.027439955382375415,0.02748325016019685,0.006681165613682595,0.0066917112907854135,-0.020758789768692817,-0.020791538869411437,0.016472325229646843,0.016498325456710324
1.164476739625714,491766919.65802497,492542765.3770099,0.027442387348586967,0.027485682368833416,0.007201397199629911,0.0072127635496138515,-0.020240990148957055,-0.020272918819219565,0.017981683039481895,0.01801006449061718
1.1793473063295716,491811669.6456352,492587519.8245227,0.027444884561076775,0.027488179830202047,0.007708653907764882,0.0077208203712912605,-0.01973623065331189,-0.019767359458910786,0.01949409247546876,0.019524859736253904
1.1944077727081661,491857621.57793134,492633476.3355638,0.027447448846462958,0.027490744371098896,0.008203262537614584,0.008216209070711505,-0.019244186308848374,-0.01927453530038739,0.02100980330848885,0.02104296134928614
1.209660563812754,491904809.1793518,492680668.63785577,0.02745008208669215,0.027493377873653864,0.008685541745807325,0.00869924880695947,-0.018764540340884824,-0.018794129066694393,0.02252906609548859,0.022564620272269863
1.2251081356629099,491953267.2000209,492729131.48490465,0.027452786220948013,0.027496082277239316,0.009155802251538574,0.009170250789100649,-0.018296983969409437,-0.01832583148813867,0.024052132230550555,0.02409008828578566
1.2407529756419973,492003031.45136,492778900.69161355,0.027455563247638443,0.02749885958045745,0.009614347036936926,0.009629518476862666,-0.01784121621070152,-0.017869341103594782,0.025579253996576123,0.025619618060184743
1.25659760289769,492054138.84317946,492830013.1713792,0.027458415226465447,0.027501711843210406,0.010061471542459887,0.010077347776338678,-0.01739694368400556,-0.017424364066871728,0.027110684617610858,0.02715346320797778
1.2726445687476078,492106627.42232955,492882506.9747448,0.027461344280582008,0.027504641188857242,0.010497463857446106,0.010514027230839591,-0.016963880423135902,-0.016990613958017653,0.02864667831184506,0.028691878336899262
1.2888964570901316,492160536.4129859,492936421.3296906,0.027464352598840162,0.027507649806462305,0.010922604905947719,0.01093983820701879,-0.016541747692892444,-0.016567811599443517,0.03018749034532353,0.030235119103681145
1.3053558848204656,492215906.2586589,492991796.68364567,0.027467442438135262,0.027510739953139633,0.011337168627963403,0.011355055076390331,-0.01613027381017186,-0.0161556848767493,0.031733377086400005,0.031783442268571514
1.3220255022520122,492272778.6660119,493048674.7473118,0.02747061612585121,0.02751391395649848,0.011741422156189877,0.011759945392358391,-0.015729193969661333,-0.01575396856414009,0.03328459606097332,0.03333710575063524
1.3389079935431292,492331196.6505893,493107098.5403938,0.027473876062412236,0.027517174217195246,0.012135625988406779,0.012154770062873176,-0.015338250074005457,-0.01536240415432207,0.03484140600854426,0.034896368683875446
1.3560060771293334,492391204.5845511,493167112.43933994,0.027477224723946675,0.02752052321159756,0.012520034155606994,0.012539783518825435,-0.014957190568339681,-0.014980739692772126,0.03640406693913293,0.036461491474215964
1.373322506161028,492452848.2465255,493228762.227198,0.02748066466506891,0.027523963494566442,0.012894894385982037,0.012915233878289491,-0.014585770279086875,-0.01460872961627695,0.03797284019110005,0.03803273585738784
1.3908600689468165,492516174.8736936,493292095.14570457,0.0274841985217859,0.027527497702363058,0.013260448264869388,0.013281363106721705,-0.014223750256916513,-0.014246134595641353,0.03954798848991593,0.03961036495776395
1.408621589402479,492581233.2162272,493357159.9497291,0.027487829014534997,0.02753112855568691,0.013616931390766055,0.013638407173218925,-0.013870897623768941,-0.013892721382467986,0.04112977600792379,0.04119464334818817
1.4266099275056823,492648073.5942143,493424006.96420264,0.027491558951360604,0.027534858862852663,0.01396457352751054,0.013986596202939182,-0.013526985423850064,-0.013548262659913482,0.04271846842514667,0.042785837110848546
1.444827979756496,492716747.95720714,493492688.14367235,0.027495391231237173,0.027538691523113494,0.014303598752732578,0.014326154625784205,-0.013191792478504594,-0.01321253689732929,0.044314332991188816,0.044384213899245316
1.46327867964379,492787309.94654447,493563257.13462865,0.027499328847547005,0.0275426295301392,0.014634225602668107,0.014657301321441324,-0.012865103244878898,-0.012885328208697875,0.04591763858828573,0.04599004300130778
1.4819649981175873,492859814.96060634,493635769.34076655,0.02750337489172172,0.027546675975657985,0.01495666721343447,0.014980249760879957,-0.012546707678287252,-0.012566426214778027,0.04752865579555937,0.04760359540371701
1.5008899440674506,492934320.2231704,493710281.9913472,0.02750753255705678,0.027550834053271307,0.015271131458858831,0.015295208144395707,-0.012236401098197949,-0.0122556259088756,0.049147656954538425,0.04922514385749363
1.520056564806975,493010884.8550521,493786854.21284485,0.02751180514270927,0.027555107062452042,0.015577821084950528,0.015602379536293086,-0.01193398405775874,-0.011952727526158956,0.050774916236005885,0.05085496294491365
1.5394679465644705,493089569.949222,493865547.10407037,0.027516196057889724,0.02755949841273663,0.01587693384110635,0.015901961996295833,-0.011639262216783373,-0.011657536416440798,0.05241070970824061,0.05249332914781858
1.5591272149799098,493170438.6496099,493946423.8149829,0.027520708826259673,0.027564011628123067,0.016168662608135504,0.01619414870777183,-0.011352046218124169,-0.011369862920351238,0.05405531540672235,0.05414052091738934
