r_kpc,kT_keV,kT_err_keV
58.115,4.3061,0.33348
41.510000000000005,4.011,0.28623
24.905000000000005,3.7078,0.23498
8.3,3.56,0.21
297.66,6.8127,1.9187
282.395,6.6097,1.7914
267.13,6.4066,1.664
251.865,6.2035,1.5367
236.6,6.0004,1.4094
221.335,5.7973,1.2821
206.07,5.5943,1.1547
190.805,5.3912,1.0274
175.54,5.1881,0.90009
160.28,4.9851,0.77281
145.01500000000001,4.782,0.64549
129.75,4.579,0.51816
114.485,4.3884,0.47387
99.22,4.2,0.44339
83.955,4.0116,0.41291
68.69,3.8504,0.38607
53.425,3.7714,0.37028
38.16,3.585,0.35049
22.895,3.1983,0.32326
7.63,3.01,0.31
490.885,4.4577,0.76228
477.055,4.521,0.76986
463.23,4.5843,0.77744
449.405,4.6477,0.78502
435.575,4.711,0.7926
421.745,4.7744,0.80019
407.915,4.8378,0.80777
394.09000000000003,4.9011,0.81535
380.26500000000004,4.9501,0.81362
366.435,4.9762,0.79707
352.605,5.0023,0.78052
338.78,5.0285,0.76397
324.955,5.0546,0.74743
311.125,5.0807,0.73088
297.29499999999996,5.1068,0.71433
283.46500000000003,5.133,0.69778
269.64,5.1591,0.68124
255.81500000000003,5.1852,0.66469
241.985,5.2114,0.64814
228.155,5.2375,0.63159
214.32999999999998,5.3616,0.6494
200.505,5.4961,0.67086
186.675,5.6306,0.69233
172.845,5.7652,0.71381
159.01999999999998,5.8997,0.73527
145.195,6.0342,0.75674
131.365,6.1688,0.77821
117.535,6.1985,0.7646
103.705,6.2186,0.7478
89.88,6.2388,0.73101
76.05499999999999,6.2589,0.71422
62.224999999999994,6.2791,0.69742
48.395,6.2993,0.68062
34.57,6.3194,0.66383
20.745,6.3396,0.64703
6.915,6.3597,0.63024
587.515,4.9433,1.3879
569.9799999999999,5.0137,1.3826
552.44,5.084,1.3773
534.9,5.1544,1.372
517.3650000000001,5.2248,1.3667
499.83,5.2951,1.3614
482.29,5.3655,1.3561
464.75,5.4359,1.3508
447.21,5.5062,1.3456
429.675,5.5766,1.3403
412.14,5.6673,1.3651
394.6,5.759,1.3915
377.06,5.8508,1.4179
359.525,5.9425,1.4442
341.99,6.0343,1.4706
324.45,6.126,1.497
306.91,6.2178,1.5234
289.37,6.3095,1.5497
271.83500000000004,6.3619,1.5438
254.30000000000004,6.2839,1.4308
236.76,6.2059,1.3177
219.22,6.1278,1.2046
201.685,6.0499,1.0916
184.15,5.9718,0.97858
166.61,5.8938,0.86552
149.07000000000002,5.8807,0.87081
131.53,5.871,0.88218
113.995,5.8613,0.89355
96.46000000000001,5.8515,0.90491
78.92,5.8418,0.91628
61.38,5.832,0.92765
43.84499999999999,5.83,0.93
26.31,5.83,0.93
8.77,5.83,0.93
784.955,2.7296,1.2727
762.845,2.7672,1.1818
740.7349999999999,2.8048,1.0909
718.6250000000001,2.9329,1.0411
696.515,3.2443,1.0745
674.4,3.5557,1.1079
652.285,3.8671,1.1414
630.175,4.1785,1.1748
608.065,4.4898,1.2082
585.955,4.8012,1.2417
563.8449999999999,5.1125,1.2751
541.73,5.4239,1.3085
519.6149999999999,5.7354,1.342
497.505,5.8186,1.3191
475.39500000000004,5.8299,1.2784
453.28499999999997,5.8412,1.2376
431.17499999999995,5.8525,1.1969
409.065,5.8638,1.1562
386.95,5.8751,1.1155
364.83500000000004,5.8864,1.0748
342.725,5.8978,1.0341
320.615,5.9091,0.9934
298.505,5.8993,0.958
276.395,5.8877,0.92308
254.285,5.8761,0.88816
232.17,5.8644,0.85323
210.05499999999998,5.8528,0.8183
187.945,5.8411,0.78338
165.835,5.8295,0.74846
143.725,5.8178,0.71354
121.615,5.8062,0.67862
99.50500000000001,5.8,0.66
77.39,5.8,0.66
55.275000000000006,5.8,0.66
33.165,5.8,0.66
11.055,5.8,0.66
485.5199999999999,3.8459,0.46526
466.48,3.9024,0.45609
447.43999999999994,3.9943,0.45396
428.4,4.156,0.46577
409.35999999999996,4.3177,0.47757
390.32,4.4794,0.48937
371.28000000000003,4.6411,0.50118
352.24,4.8028,0.51298
333.20000000000005,4.9645,0.52478
314.15999999999997,5.1262,0.53659
295.12000000000006,5.288,0.54839
276.08,5.3196,0.54615
257.03999999999996,5.3308,0.5417
238.0,5.3419,0.53724
218.95999999999998,5.353,0.53279
199.92,5.3047,0.51815
180.88000000000002,5.1571,0.48652
161.84,5.0095,0.45488
142.8,4.8503,0.42205
123.76,4.6808,0.38816
104.72000000000001,4.6934,0.38
85.68,4.6428,0.37298
66.64,4.9496,0.40881
47.6,4.569,0.34271
28.560000000000002,4.0977,0.30872
9.520000000000001,3.6616,0.22083
533.875,7.3617,1.3232
511.1600000000001,7.2713,1.2874
488.44,7.1809,1.2516
465.72,7.0904,1.2158
443.0,7.0,1.18
420.285,6.9096,1.1442
397.57,6.8192,1.1084
374.85,6.7288,1.0727
352.13,6.6384,1.0369
329.40999999999997,6.548,1.0011
306.69,6.4575,0.96527
283.97499999999997,6.3671,0.92949
261.26,6.2767,0.89371
238.54,6.1863,0.85791
215.82000000000002,6.0959,0.82212
193.1,6.0055,0.78633
170.38500000000002,5.9151,0.75054
147.67,5.8247,0.71476
124.94999999999999,5.7342,0.67897
102.23,5.6438,0.64318
79.50999999999999,5.5187,0.60102
56.795,4.9543,0.47815
34.08,4.3899,0.35528
11.36,4.09,0.29
312.35,2.0175,0.60138
304.825,2.0019,0.57903
297.29499999999996,1.9864,0.55666
289.77,1.9708,0.5343
282.24499999999995,1.9553,0.51194
274.71500000000003,1.9397,0.48957
267.19000000000005,1.9242,0.46722
259.665,1.9086,0.44486
252.135,1.893,0.42249
244.60999999999999,1.8775,0.40014
237.08499999999998,1.8619,0.37778
229.55999999999997,1.8464,0.35542
222.03499999999997,1.8308,0.33307
214.505,1.8153,0.3107
206.98,1.7997,0.28834
199.45499999999998,1.7842,0.26599
191.925,1.8033,0.25774
184.4,1.8352,0.25466
176.875,1.867,0.25158
169.34500000000003,1.8988,0.2485
161.82000000000002,1.9306,0.24542
154.29500000000002,1.9625,0.24234
146.765,1.9943,0.23926
139.23999999999998,2.0261,0.23618
131.715,2.058,0.2331
124.185,2.0898,0.23002
116.66,2.1347,0.22891
109.135,2.1796,0.22782
101.605,2.2245,0.22672
94.08,2.2694,0.22563
86.55499999999999,2.3143,0.22453
79.03,2.3592,0.22344
71.505,2.4041,0.22234
63.975,2.449,0.22124
56.45,2.4939,0.22015
48.925,2.3314,0.19338
41.395,2.1362,0.16256
33.87,1.9411,0.13176
26.345,1.746,0.10096
18.814999999999998,1.5509,0.070135
11.29,1.36,0.04
3.765,1.36,0.04
59.55,1.3696,0.054084
58.73,1.3734,0.053319
57.910000000000004,1.3772,0.052554
57.09,1.3811,0.051788
56.27,1.3849,0.051023
55.445,1.3887,0.050253
54.620000000000005,1.3883,0.05
53.8,1.3858,0.05
52.98,1.3832,0.05
52.16,1.3807,0.05
51.339999999999996,1.3782,0.05
50.52,1.3756,0.05
49.695,1.3731,0.05
48.87,1.3705,0.05
48.050000000000004,1.368,0.05
47.230000000000004,1.3655,0.05
46.41,1.3629,0.05
45.589999999999996,1.3604,0.05
44.769999999999996,1.3559,0.05
43.945,1.3511,0.05
43.12,1.3462,0.05
42.3,1.3414,0.05
41.480000000000004,1.3366,0.05
40.660000000000004,1.3318,0.05
39.84,1.327,0.05
39.019999999999996,1.3222,0.05
38.195,1.3173,0.05
37.37,1.3125,0.05
36.55,1.3064,0.048964
35.73,1.2989,0.046837
34.91,1.2915,0.044709
34.09,1.284,0.042583
33.27,1.2766,0.040455
32.445,1.2691,0.038316
31.62,1.2616,0.036175
30.8,1.2542,0.034048
29.98,1.2467,0.031921
29.16,1.2392,0.03
28.34,1.2306,0.03
27.52,1.2221,0.03
26.695,1.2134,0.03
25.87,1.2048,0.03
25.05,1.1963,0.03
24.23,1.1877,0.03
23.41,1.1792,0.03
22.59,1.1706,0.03
21.769999999999996,1.1623,0.03
20.95,1.154,0.03
20.124999999999996,1.1456,0.03
19.299999999999997,1.1373,0.03
18.48,1.129,0.03
17.660000000000004,1.1207,0.03
16.84,1.1123,0.03
16.02,1.104,0.03
15.2,1.0978,0.03
14.374999999999998,1.0936,0.03
13.549999999999999,1.0893,0.03
12.73,1.0851,0.03
11.91,1.0809,0.03
11.09,1.0767,0.03
10.270000000000001,1.0724,0.03
9.45,1.0682,0.03
8.625,1.064,0.03
7.8,1.0597,0.03
6.98,1.0555,0.03
6.16,1.0513,0.03
5.34,1.05,0.03
4.52,1.05,0.03
3.7,1.05,0.03
2.875,1.05,0.03
2.05,1.05,0.03
1.23,1.05,0.03
0.41,1.05,0.03
24.060000000000002,0.79569,0.03
23.900000000000002,0.7967,0.03
23.740000000000002,0.7977,0.03
23.580000000000002,0.7987,0.03
23.425,0.79967,0.03
23.27,0.80064,0.03
23.11,0.80164,0.03
22.95,0.80265,0.03
22.795,0.80362,0.03
22.64,0.80459,0.03
22.48,0.80559,0.03
22.32,0.80659,0.03
22.164999999999996,0.80756,0.03
22.01,0.80853,0.03
21.85,0.80954,0.03
21.69,0.80945,0.03
21.53,0.80842,0.03
21.374999999999996,0.80743,0.03
21.22,0.80643,0.03
21.06,0.80541,0.03
20.900000000000002,0.80438,0.03
20.745,0.80338,0.03
20.59,0.80239,0.03
20.43,0.80136,0.03
20.27,0.80034,0.03
20.11,0.79844,0.03
19.955000000000002,0.79621,0.03
19.799999999999997,0.79397,0.03
19.64,0.79166,0.03
19.48,0.78935,0.03
19.325000000000003,0.78711,0.03
19.169999999999998,0.78487,0.03
19.009999999999998,0.78256,0.03
18.849999999999998,0.78025,0.03
18.689999999999998,0.78,0.028841
18.535000000000004,0.78,0.027582
18.38,0.78,0.026323
18.22,0.78,0.025024
18.06,0.78,0.023724
17.904999999999998,0.78,0.022465
17.750000000000004,0.78,0.021206
17.59,0.7799,0.02
17.43,0.77849,0.02
17.27,0.77708,0.02
17.115,0.77571,0.02
16.96,0.77435,0.02
16.8,0.77294,0.02
16.639999999999997,0.77153,0.02
16.485,0.77016,0.02
16.330000000000002,0.77,0.02
16.17,0.77,0.02
16.01,0.77,0.02
15.855,0.77,0.02
15.7,0.77,0.02
15.54,0.77,0.02
15.379999999999999,0.77,0.02
15.22,0.77,0.02
15.065,0.77,0.02
14.91,0.77,0.02
14.75,0.77,0.02
14.59,0.77,0.02
14.435,0.77,0.02
14.280000000000001,0.76879,0.02
14.120000000000001,0.76702,0.02
13.96,0.76525,0.02
13.799999999999999,0.76348,0.02
13.645000000000001,0.76177,0.02
13.49,0.76006,0.02
13.33,0.76179,0.02
13.17,0.76364,0.02
13.014999999999999,0.76543,0.02
12.86,0.76722,0.02
12.7,0.76907,0.02
12.54,0.76906,0.02
12.38,0.76717,0.02
12.225,0.76534,0.02
12.07,0.76351,0.02
11.91,0.76162,0.02
11.75,0.75971,0.02
11.595,0.75775,0.02
11.440000000000001,0.75578,0.02
11.28,0.75375,0.02
11.12,0.75172,0.02
10.96,0.75,0.02
10.805,0.75,0.02
10.65,0.75,0.02
10.489999999999998,0.75,0.02
10.33,0.75,0.02
10.175,0.74855,0.018554
10.02,0.74625,0.016252
9.860000000000001,0.74387,0.013875
9.700000000000001,0.7415,0.011499
9.545,0.74083,0.010827
9.389999999999999,0.7432,0.013197
9.23,0.74564,0.015643
9.07,0.74809,0.01809
8.91,0.74886,0.02
8.754999999999999,0.74382,0.02
8.6,0.73879,0.02
8.44,0.73359,0.02
8.28,0.73,0.02
8.125,0.73,0.02
7.97,0.73,0.02
7.81,0.73,0.02
7.65,0.7245,0.02
7.49,0.71589,0.02
7.334999999999999,0.70755,0.02
7.180000000000001,0.70084,0.02
7.0200000000000005,0.71008,0.02
6.859999999999999,0.71932,0.02
6.704999999999999,0.72827,0.02
6.550000000000001,0.71439,0.02
6.39,0.69443,0.02
6.2299999999999995,0.67447,0.02
6.07,0.67269,0.02
5.915,0.67605,0.02
5.76,0.67941,0.02
5.6,0.67656,0.02
5.44,0.6724,0.02
5.285,0.67,0.018187
5.13,0.67,0.01371
4.970000000000001,0.67,0.010964
4.81,0.67,0.015857
4.6499999999999995,0.67091,0.01909
4.495000000000001,0.67666,0.013335
4.34,0.68,0.01
4.18,0.68,0.01
4.0200000000000005,0.66841,0.013865
3.8649999999999998,0.64993,0.019932
3.71,0.64322,0.013218
3.5500000000000003,0.64371,0.013714
3.3899999999999997,0.6469,0.02
3.235,0.61467,0.02
3.08,0.60426,0.014259
2.92,0.59198,0.015344
2.7600000000000002,0.57119,0.029206
2.6,0.58206,0.017936
2.4450000000000003,0.58227,0.011933
2.2900000000000005,0.56078,0.017304
2.13,0.55305,0.02
1.97,0.55899,0.02
1.815,0.5467,0.02
1.66,0.53059,0.02
1.5,0.53,0.025349
1.34,0.53096,0.029042
1.1800000000000002,0.5369,0.023101
1.0250000000000001,0.54,0.02
0.87,0.54,0.02
0.71,0.56943,0.03
0.55,0.51952,0.02976
0.395,0.51004,0.02502
0.24000000000000005,0.50056,0.02028
47.07,1.5117,0.14367
46.615,1.5269,0.14063
46.16,1.5421,0.13759
45.705,1.5572,0.13455
45.25,1.5724,0.13151
44.795,1.554,0.12542
44.34,1.5024,0.1163
43.885,1.4507,0.10718
43.43,1.4131,0.098756
42.975,1.4278,0.092895
42.52,1.4424,0.087034
42.065000000000005,1.4571,0.081172
41.61,1.4746,0.084863
41.154999999999994,1.4928,0.090941
40.7,1.5111,0.09702
40.245000000000005,1.5045,0.096902
39.79,1.4741,0.090823
39.334999999999994,1.4437,0.084745
38.879999999999995,1.4194,0.080621
38.425000000000004,1.4165,0.08345
37.974999999999994,1.4138,0.086249
37.519999999999996,1.4109,0.089079
37.065,1.4162,0.087951
36.61000000000001,1.4253,0.084911
36.155,1.4344,0.081872
35.699999999999996,1.4236,0.078739
35.245,1.3809,0.075457
34.79,1.3383,0.072175
34.33500000000001,1.3169,0.07
33.88,1.3374,0.07
33.425,1.3579,0.07
32.97,1.3564,0.068645
32.515,1.3236,0.065363
32.059999999999995,1.2908,0.062081
31.604999999999993,1.2616,0.06
31.15,1.2386,0.06
30.695,1.2156,0.06
30.24,1.2022,0.058907
29.785,1.209,0.055488
29.330000000000002,1.2159,0.052069
28.874999999999996,1.2079,0.05
28.424999999999997,1.1774,0.05
27.970000000000002,1.1466,0.05
27.514999999999997,1.13,0.048493
27.060000000000002,1.13,0.045211
26.605,1.13,0.041928
26.15,1.1232,0.04
25.695,1.1068,0.04
25.24,1.0904,0.04
24.785,1.0725,0.04
24.33,1.052,0.04
23.875,1.0315,0.04
23.419999999999998,1.0187,0.038659
22.965,1.0156,0.03562
22.51,1.0126,0.03258
22.055,1.0086,0.03
21.6,0.99951,0.03
21.145,0.99039,0.03
20.69,0.98127,0.03
20.235,0.97477,0.03
19.779999999999998,0.96869,0.03
19.325000000000003,0.96261,0.03
18.875,0.95541,0.03
18.419999999999998,0.9472,0.03
17.965000000000003,0.939,0.03
17.509999999999998,0.93079,0.03
17.055,0.92725,0.03
16.6,0.92422,0.03
16.145,0.92118,0.03
15.69,0.91441,0.028137
15.235,0.90529,0.025097
14.780000000000001,0.89617,0.022058
14.325000000000001,0.89,0.020981
13.870000000000001,0.89,0.02402
13.415,0.89,0.02706
12.959999999999999,0.88961,0.03
12.504999999999999,0.87745,0.03
12.05,0.86529,0.03
11.595,0.85313,0.03
11.14,0.85,0.027744
10.685,0.85,0.024705
10.229999999999999,0.85,0.021666
9.774999999999999,0.84313,0.02
9.325,0.8281,0.02
8.87,0.81291,0.02
8.415,0.79918,0.020412
7.96,0.79371,0.023147
7.505,0.78823,0.025882
7.05,0.78276,0.028618
6.595,0.78,0.02884
6.14,0.78,0.026496
5.685,0.78,0.024151
5.23,0.78,0.021807
4.7749999999999995,0.77826,0.02
4.32,0.77066,0.02
3.8649999999999998,0.76306,0.02
3.4099999999999997,0.75546,0.02
2.955,0.74786,0.02
2.4999999999999996,0.74027,0.02
2.045,0.73267,0.02
1.59,0.73,0.02
1.1350000000000002,0.73,0.02
0.68,0.73,0.02
0.225,0.73,0.02
23.915,0.68,0.02
23.580000000000002,0.68,0.02
23.245,0.68,0.02
22.91,0.68,0.02
22.575,0.68,0.02
22.24,0.68,0.02
21.905,0.68,0.02
21.57,0.68,0.02
21.234999999999996,0.68,0.02
20.905,0.68,0.02
20.57,0.68,0.02
20.235000000000003,0.68,0.02
19.900000000000002,0.68,0.02
19.564999999999998,0.68,0.02
19.23,0.68,0.02
18.895000000000003,0.68,0.02
18.56,0.6759,0.02
18.224999999999998,0.67016,0.02
17.895,0.66452,0.02
17.56,0.65879,0.02
17.224999999999998,0.65306,0.02
16.889999999999997,0.65,0.019065
16.555,0.65,0.017061
16.22,0.65,0.015058
15.885,0.65,0.013054
15.55,0.65,0.01105
15.215,0.64789,0.011056
14.885,0.64351,0.013243
14.55,0.63907,0.015463
14.215,0.63463,0.017684
13.88,0.63019,0.019904
13.545,0.63224,0.017755
13.209999999999999,0.63459,0.015408
12.875000000000002,0.63694,0.013061
12.540000000000001,0.63929,0.010714
12.205,0.64,0.01
11.875,0.64,0.01
11.54,0.64,0.01
11.205,0.64,0.01
10.87,0.64,0.012867
10.534999999999998,0.64,0.016026
10.200000000000001,0.64,0.019186
9.865,0.64265,0.02
9.530000000000001,0.64622,0.02
9.195,0.64979,0.02
8.865,0.65,0.02
8.53,0.65,0.02
8.195,0.64695,0.02
7.86,0.63874,0.02
7.525,0.63052,0.02
7.19,0.62615,0.02
6.855,0.62205,0.02
6.52,0.61411,0.018038
6.185,0.60238,0.014126
5.8549999999999995,0.59082,0.010273
5.52,0.58668,0.013323
5.1850000000000005,0.58311,0.016894
4.8500000000000005,0.57957,0.02
4.515,0.57629,0.02
4.18,0.573,0.02
3.8449999999999998,0.57,0.02
3.5100000000000002,0.57,0.02
3.175,0.57,0.02
2.845,0.57054,0.02
2.5100000000000002,0.57411,0.02
2.175,0.57768,0.02
1.84,0.58288,0.01904
1.5050000000000001,0.5911,0.016302
1.17,0.59931,0.013563
0.8350000000000001,0.60752,0.010825
0.5,0.61574,0.0080869
0.165,0.62395,0.0053486
25.875000000000004,1.012,0.052008
25.590000000000003,1.011,0.050985
25.305,1.01,0.049962
25.015,1.0089,0.048921
24.725,1.0079,0.04788
24.435,1.0068,0.046839
24.145,1.0058,0.045797
23.855,1.0048,0.044756
23.564999999999998,1.0037,0.043715
23.275000000000002,1.0027,0.042674
22.985,1.0016,0.041633
22.695,1.0006,0.040592
22.41,0.99598,0.039527
22.125,0.98643,0.038404
21.835,0.97672,0.037262
21.545,0.96701,0.036119
21.255,0.9573,0.034977
20.965,0.94759,0.033834
20.674999999999997,0.93788,0.032692
20.385,0.92817,0.03155
20.095000000000002,0.91846,0.030408
19.805,0.90875,0.029265
19.514999999999997,0.89904,0.028123
19.224999999999998,0.88933,0.02698
18.939999999999998,0.87979,0.025858
18.654999999999998,0.87025,0.024735
18.365,0.86054,0.023593
18.075,0.85083,0.02245
17.785000000000004,0.84112,0.021308
17.495,0.83141,0.020166
17.205,0.82249,0.02
16.915,0.81371,0.02
16.625,0.80492,0.02
16.335,0.79614,0.02
16.045,0.78735,0.02
15.755,0.77857,0.02
15.47,0.76994,0.02
15.185,0.7613,0.02
14.894999999999998,0.75252,0.02
14.605,0.74374,0.02
14.315000000000001,0.73495,0.02
14.024999999999999,0.72617,0.02
13.735000000000001,0.71942,0.02
13.444999999999999,0.71746,0.02
13.155,0.7155,0.02
12.865000000000002,0.71354,0.02
12.575,0.71158,0.02
12.285,0.70962,0.02
12.0,0.7077,0.02
11.715,0.70578,0.02
11.425,0.70382,0.02
11.135,0.70186,0.02
10.845,0.69984,0.02
10.555,0.69663,0.02
10.265,0.69343,0.02
9.975000000000001,0.69022,0.02
9.684999999999999,0.68702,0.02
9.395000000000001,0.68382,0.02
9.104999999999999,0.68061,0.02
8.815,0.67741,0.02
8.53,0.67426,0.02
8.245,0.67111,0.02
7.955,0.66477,0.02
7.665,0.65677,0.02
7.375,0.64878,0.02
7.085,0.64078,0.02
6.795,0.63278,0.02
6.505000000000001,0.62479,0.02
6.215,0.61679,0.02
5.925,0.60879,0.02
5.635000000000001,0.6008,0.02
5.345,0.59889,0.018895
5.0600000000000005,0.59769,0.017688
4.7749999999999995,0.59648,0.016482
4.484999999999999,0.59525,0.015254
4.195,0.59403,0.014027
3.905,0.5928,0.012799
3.615,0.59157,0.011572
3.3249999999999997,0.59034,0.010344
3.0350000000000006,0.59191,0.010955
2.745,0.59456,0.012282
2.4549999999999996,0.59722,0.013608
2.165,0.59987,0.014935
1.875,0.60252,0.016261
1.5899999999999999,0.60513,0.017565
1.305,0.60774,0.018869
1.0150000000000001,0.61039,0.020196
0.725,0.61304,0.021522
0.435,0.6157,0.022849
0.145,0.61835,0.024175
100.42999999999999,8.14,0.24389
98.215,8.1764,0.24591
95.44500000000001,8.2219,0.24844
92.68,8.2673,0.25096
89.91499999999999,8.3127,0.25348
87.145,8.3582,0.25601
84.38000000000001,8.4036,0.25854
81.615,8.4054,0.25897
78.845,8.3465,0.25652
76.08000000000001,8.2877,0.25407
73.315,8.229,0.25162
70.545,8.2088,0.25156
67.78,8.2642,0.25618
65.015,8.3196,0.2608
62.245000000000005,8.3752,0.26543
59.48,8.4311,0.27002
56.715,8.532,0.27213
53.945,8.6332,0.27423
51.18000000000001,8.7341,0.27633
48.415,8.835,0.27844
45.645,8.8807,0.27853
42.88,8.7676,0.27288
40.114999999999995,8.6545,0.26722
37.35,8.5414,0.26157
34.58500000000001,8.4283,0.25591
31.814999999999998,8.3149,0.25025
29.05,7.9776,0.23257
26.285,7.6299,0.21435
23.515,7.2816,0.19609
20.749999999999996,6.934,0.17787
17.985,6.5863,0.15965
15.215,6.2381,0.14139
12.45,5.8904,0.12317
9.684999999999999,5.83,0.12
6.915,5.83,0.12
4.15,5.83,0.12
1.385,5.83,0.12
495.97999999999996,12.076,2.2294
487.04,12.211,2.2499
478.105,12.357,2.2762
469.16999999999996,12.503,2.3024
460.23,12.649,2.3287
451.295,12.795,2.355
442.35999999999996,12.941,2.3813
433.42,13.087,2.4076
424.485,13.233,2.4338
415.54999999999995,13.379,2.4601
406.61,13.519,2.4953
397.675,13.639,2.5583
388.73999999999995,13.758,2.6213
379.8,13.878,2.6844
370.865,13.998,2.7474
361.92999999999995,14.118,2.8105
352.99,14.238,2.8736
344.055,13.757,2.7087
335.11999999999995,13.207,2.5179
326.185,12.658,2.3272
317.25000000000006,12.108,2.1364
308.30999999999995,11.574,1.9502
299.375,11.227,1.8215
290.44000000000005,10.88,1.6928
281.5,10.533,1.564
272.565,10.181,1.436
263.63000000000005,9.8159,1.31
254.68999999999997,9.45,1.1838
245.755,9.1107,1.0679
236.82,9.0154,1.0459
227.88,8.9201,1.0239
218.945,8.9902,1.0391
210.01,9.3427,1.1179
201.07,9.6954,1.1967
192.135,9.5056,1.1156
183.2,9.2924,1.0275
174.26,8.859,0.92312
165.325,8.3715,0.81477
156.39000000000001,8.0452,0.77379
147.45,7.7667,0.75277
138.515,8.053,0.79379
129.58,8.2149,0.80778
120.64,7.8422,0.72893
111.705,7.4437,0.67808
102.77,7.2792,0.63837
93.83500000000001,7.1025,0.60237
84.9,6.84,0.58417
75.96,6.775,0.57496
67.025,6.9493,0.58509
58.09,6.5142,0.51217
49.15,6.0591,0.44519
40.215,5.4943,0.37357
31.28,4.8175,0.29203
22.34,4.4235,0.23123
13.405000000000001,3.6297,0.16581
4.47,3.44,0.15
247.275,2.2877,0.16796
244.69999999999996,2.2952,0.16885
241.84,2.3036,0.16984
238.975,2.312,0.17083
236.10999999999999,2.3204,0.17181
233.25,2.3288,0.1728
230.39,2.3372,0.17379
227.53,2.3456,0.17478
224.665,2.354,0.17577
221.8,2.3624,0.17676
218.94000000000003,2.3708,0.17775
216.07999999999998,2.3792,0.17873
213.22000000000003,2.3876,0.17972
210.35500000000002,2.396,0.18071
207.49,2.4045,0.1817
204.62999999999997,2.4129,0.18269
201.77,2.4213,0.18368
198.90999999999997,2.4297,0.18467
196.045,2.4381,0.18566
193.18,2.4465,0.18664
190.32,2.4549,0.18763
187.46,2.4633,0.18862
184.6,2.4717,0.18961
181.73499999999999,2.4801,0.1906
178.86999999999998,2.4885,0.19159
176.01,2.4969,0.19257
173.15000000000003,2.5053,0.19356
170.29,2.5137,0.19455
167.42499999999998,2.5221,0.19554
164.55999999999997,2.5305,0.19653
161.70000000000002,2.5389,0.19752
158.83999999999997,2.5473,0.19851
155.98000000000002,2.5557,0.19949
153.115,2.5551,0.1986
150.25,2.545,0.19573
147.39000000000001,2.535,0.19286
144.53,2.525,0.19
141.67000000000002,2.515,0.18713
138.805,2.5049,0.18427
135.94,2.4949,0.1814
133.07999999999998,2.4849,0.17853
130.22,2.4748,0.17567
127.35999999999997,2.4648,0.1728
124.49499999999999,2.4548,0.16993
121.63,2.4447,0.16706
118.77,2.4347,0.1642
115.91,2.4247,0.16133
113.05,2.4417,0.16144
110.185,2.4823,0.16415
107.32,2.5229,0.16686
104.46,2.5635,0.16956
101.6,2.604,0.17227
98.74,2.6445,0.17497
95.87499999999999,2.6852,0.17768
93.00999999999999,2.7258,0.18039
90.14999999999999,2.7663,0.18309
87.29,2.8069,0.18579
84.43,2.8474,0.1885
81.57000000000001,2.8597,0.1891
78.705,2.8363,0.18707
75.84,2.813,0.18505
72.98,2.7897,0.18302
70.12,2.7665,0.181
67.26,2.7432,0.17897
64.39500000000001,2.7199,0.17694
61.53,2.6965,0.17492
58.67,2.6732,0.17289
55.809999999999995,2.65,0.17087
52.949999999999996,2.6481,0.16952
50.08500000000001,2.6623,0.16869
47.22,2.6764,0.16786
44.36,2.6906,0.16702
41.5,2.7047,0.16619
38.64,2.7189,0.16536
35.775,2.7331,0.16453
32.910000000000004,2.7473,0.16369
30.05,2.7614,0.16286
27.189999999999998,2.7756,0.16203
24.330000000000002,2.7897,0.16119
21.464999999999996,2.8039,0.16036
18.599999999999998,2.8181,0.15953
15.74,2.8322,0.15869
12.879999999999999,2.8464,0.15786
10.020000000000001,2.8605,0.15703
7.155,2.8747,0.15619
4.29,2.8889,0.15536
1.4300000000000002,2.903,0.15453
58.81,1.6249,0.07
57.56999999999999,1.6279,0.07
56.334999999999994,1.6251,0.07
55.099999999999994,1.6222,0.07
53.86000000000001,1.6158,0.068811
52.62,1.5957,0.063047
51.379999999999995,1.5755,0.057282
50.144999999999996,1.5554,0.051541
48.91,1.55,0.05
47.67,1.55,0.05
46.43,1.55,0.05
45.18999999999999,1.5484,0.05
43.95,1.5423,0.05
42.715,1.5363,0.05
41.480000000000004,1.5302,0.05
40.239999999999995,1.5235,0.05
39.0,1.5168,0.05
37.760000000000005,1.5101,0.05
36.525,1.5243,0.04643
35.29,1.5388,0.042793
34.05,1.5472,0.04
32.81,1.5352,0.04
31.57,1.5231,0.04
30.335,1.4994,0.04
29.1,1.4714,0.04
27.86,1.4509,0.04
26.619999999999997,1.4549,0.04
25.38,1.459,0.04
24.14,1.46,0.04
22.905,1.46,0.04
21.67,1.4643,0.037869
20.43,1.4731,0.033428
19.189999999999998,1.4764,0.03
17.95,1.4603,0.03
16.715,1.4444,0.03
15.48,1.4207,0.03
14.239999999999998,1.3941,0.03
13.000000000000002,1.3606,0.027576
11.76,1.3195,0.022442
10.525,1.2819,0.02
9.29,1.2471,0.02
8.05,1.2123,0.02
6.8100000000000005,1.1774,0.02
5.57,1.1278,0.017071
4.33,1.0632,0.011203
3.095,1.0343,0.01
1.86,1.0144,0.01
0.62,1.01,0.01
536.63,-0.56158,-2.2271
524.295,0.0030289,-1.8312
511.96,0.56764,-1.4353
499.61999999999995,1.1325,-1.0392
487.28499999999997,1.6971,-0.64332
474.95,2.2617,-0.2474
462.615,2.8263,0.14851
450.28000000000003,3.3909,0.54443
