cycle,variant,best_f,timestamp
0,rational_logistic_sigma,0.00788596062599591,2025-09-24T08:34:26.370642
0,rational_sigma,0.007875490331856238,2025-09-24T08:34:35.668634
0,thickness_gate,0.007335774897489718,2025-09-24T08:34:50.765329
1,rational_logistic_sigma,0.007335774897489718,2025-09-24T08:35:03.676282
1,rational_sigma,0.007335774897489718,2025-09-24T08:35:12.512052
1,thickness_gate,0.007335774897489718,2025-09-24T08:35:27.559352
