gal_id,_norm,join_method,match_name,M_bary_Msun
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
MilkyWay,milkyway,missing,,
