R_kpc,g_phi_R,g_N_R,g_tot_R
0.0,434.49292986048675,0.0,434.49292986048675
6.315789473684211,349.7887717078846,153.14736602813446,502.9361377360191
12.631578947368421,456.0366762906117,326.55746320555767,782.5941394961694
18.94736842105263,575.5236185285347,506.02021296075475,1081.5438314892895
25.263157894736842,605.9450802300938,624.0568099548977,1230.0018901849917
31.578947368421055,667.4428612558299,671.0700230360263,1338.5128842918562
37.89473684210526,662.8224983748164,704.263232771605,1367.0857311464215
44.21052631578947,761.895586581737,740.2403968796339,1502.1359834613709
50.526315789473685,793.9592131537704,772.4941227785886,1566.453335932359
56.8421052631579,854.6092461368031,795.0078738557272,1649.6171199925302
63.15789473684211,875.3979450221017,805.0410669527645,1680.4390119748662
69.47368421052632,912.9934663622198,801.6934765056424,1714.6869428678622
75.78947368421052,936.5700141055689,790.6480912108323,1727.2181053164013
82.10526315789474,964.0505690986093,782.0814712803653,1746.1320403789746
88.42105263157895,997.2846875139422,781.7528079467663,1779.0374954607087
94.73684210526316,1019.4274360016285,785.3679066229608,1804.7953426245895
101.05263157894737,1042.0427343774709,775.5704465464261,1817.6131809238968
107.36842105263158,1062.3160432245757,759.8735915532902,1822.1896347778659
113.6842105263158,1080.3230020323786,746.4507134269539,1826.7737154593324
120.0,1108.1567018851415,694.0149297257846,1802.171631610926
126.31578947368422,1109.482559226165,626.3484740775205,1735.8310333036854
132.6315789473684,1133.7188996052323,568.1165297755289,1701.835429380761
138.94736842105263,1151.4777067470536,517.6433670062153,1669.1210737532688
145.26315789473685,1170.0637708348986,473.60943219472244,1643.6732030296212
151.57894736842104,1178.756206145171,434.9642181093893,1613.7204242545604
157.89473684210526,1201.533824677388,400.86302340961316,1602.3968480870012
164.21052631578948,1218.8715389962551,370.62039886243815,1589.4919378586933
170.5263157894737,1228.2131235186735,343.6754315926038,1571.8885551112771
176.8421052631579,1243.6811040775872,319.565547998735,1563.246652076322
183.1578947368421,1253.3380782884576,297.90652750417144,1551.244605792629
189.47368421052633,1263.206349497966,278.3770995900091,1541.583449087975
195.78947368421052,1275.2559578634748,260.7069611144727,1535.9629189779475
202.10526315789474,1284.900992921313,244.66737268653145,1529.5683656078445
208.42105263157896,1304.9651432294418,230.063718669429,1535.0288618988707
214.73684210526315,1314.5070250207648,216.72957580537044,1531.2366008261351
221.05263157894737,1329.2161949414717,204.5219507191904,1533.7381456606622
227.3684210526316,1338.6231555556071,193.31743027083965,1531.9405858264467
233.68421052631578,1346.7903830997616,183.0090501322193,1529.7994332319809
240.0,1352.2768728506808,173.50373243144614,1525.780605282127
246.31578947368422,1363.920979182672,164.72017727219475,1528.6411564548666
252.63157894736844,1380.8495539338232,156.5871185193801,1537.4366724532033
258.94736842105266,1390.9606431309462,149.04187366508518,1540.0025167960314
265.2631578947368,1394.5283190763432,142.02913244388222,1536.5574515202254
271.57894736842104,1408.6815903442164,135.49994030882002,1544.1815306530364
277.89473684210526,1415.202661784164,129.41084175155382,1544.6135035357179
284.2105263157895,1432.2276180299507,123.72315537333738,1555.9507734032882
290.5263157894737,1435.7490411171123,118.40235804868061,1554.1513991657928
296.8421052631579,1447.5324638013947,113.41755981485205,1560.9500236162467
303.1578947368421,1454.9850055322383,108.74105452734733,1563.7260600595857
309.4736842105263,1465.8945109853514,104.34793404040326,1570.2424450257547
315.7894736842105,1476.1431344737973,100.21575585240329,1576.3588903262007
322.10526315789474,1489.6144924177117,96.32425591349796,1585.9387483312098
328.42105263157896,1499.1144793871338,92.65509971560954,1591.7695791027434
334.7368421052632,1506.3480596047,89.19166594197515,1595.539725546675
341.0526315789474,1514.13339141684,85.91885789815095,1600.0522493149908
347.36842105263156,1525.2632915941463,82.82293872099446,1608.0862303151407
353.6842105263158,1528.9016773806788,79.89138699968375,1608.7930643803627
360.0,1545.5680861999626,77.11276996953161,1622.6808561694943
366.3157894736842,1552.378071444503,74.47663187604286,1626.8547033205457
372.63157894736844,1564.97165506301,71.97339546998225,1636.9450505329924
378.94736842105266,1571.3326340002066,69.59427489750227,1640.926908897709
385.2631578947368,1586.9118499121075,67.33119850336153,1654.243048415469
391.57894736842104,1594.3958997238244,65.17674027861817,1659.5726400024425
397.89473684210526,1603.711882714064,63.124058863947646,1666.8359415780114
404.2105263157895,1613.7713891341903,61.16684317163286,1674.938232305823
410.5263157894737,1624.3379740467851,59.29926381799011,1683.6372378647752
416.8421052631579,1635.899388058587,57.51592966735725,1693.4153177259443
423.15789473684214,1647.1990103362346,55.81184888193543,1703.01085921817
429.4736842105263,1654.1093758313555,54.18239395134261,1708.291769782698
435.7894736842105,1669.261163745666,52.62327024385806,1721.884433989524
442.10526315789474,1675.801036158673,51.1304876797976,1726.9315238384706
448.42105263157896,1689.3709260600529,49.70033517774414,1739.071261237797
454.7368421052632,1697.0289522519167,48.32935756770991,1745.3583098196266
461.0526315789474,1711.467332156601,47.014334702760024,1758.481666859361
467.36842105263156,1725.3169655660172,45.752262533054825,1771.069228099072
473.6842105263158,1737.2773167446783,44.54033593440146,1781.8176526790796
480.0,1748.3202364632245,43.375933107861535,1791.696169571086
486.3157894736842,1760.7655132845036,42.25660138826247,1803.022114672766
492.63157894736844,1771.4504054828183,41.18004431804869,1812.630449800867
498.94736842105266,1787.650373341862,40.1441098591585,1827.7944832010205
505.2631578947369,1799.488276105037,39.14677962984503,1838.635055734882
511.57894736842104,1815.5108515323814,38.186159065844876,1853.6970105982261
517.8947368421053,1826.1316018213952,37.260468416271294,1863.3920702376665
524.2105263157895,1843.03163233754,36.36803449426741,1879.3996668318075
530.5263157894736,1855.4342322519733,35.507283110970555,1890.9415153629438
536.8421052631579,1872.7928455614224,34.676732128859264,1907.4695776902815
543.1578947368421,1890.7268088723274,33.874985077205004,1924.6017939495325
549.4736842105264,1901.71861659012,33.10072527824127,1934.8193418683613
555.7894736842105,1911.4094596026066,32.352710437888454,1943.762170040495
562.1052631578948,1908.3242695346466,31.629767659513718,1939.9540371941603
568.421052631579,1901.355530508554,30.930788843334344,1932.2863193518883
574.7368421052631,1856.2893890206547,30.25472643775006,1886.5441154584048
581.0526315789474,1820.0147095786515,29.600589512170153,1849.6152990908217
587.3684210526316,1735.8283904722653,28.967440123830297,1764.7958305960956
593.6842105263158,1677.056776603006,28.354389953713014,1705.411166556719
600.0,1584.9251546194034,27.76059718903138,1612.6857518084348
