R_kpc,g_phi_R,g_N_R,g_tot_R
0.0,51772.108196306224,0.0,51772.108196306224
11.811023622047244,158805.34283854216,287.13952220761473,159092.48236074977
23.62204724409449,147044.8817466166,588.2186258230413,147633.10037243963
35.43307086614173,146106.1058552175,673.0139064096433,146779.11976162714
47.24409448818898,143851.61261622014,737.5101346823606,144589.1227509025
59.05511811023622,158236.2384044178,780.0294510536968,159016.2678554715
70.86614173228347,178823.94850707374,779.6833265008007,179603.63183357453
82.67716535433071,175455.18630622272,762.781293041096,176217.96759926382
94.48818897637796,177729.61147186867,766.5492025232471,178496.16067439193
106.2992125984252,184480.95343315424,744.1947759833931,185225.14820913764
118.11023622047244,192098.12941280607,699.1336412132948,192797.26305401936
129.9212598425197,199688.52450986762,577.7963976969378,200266.32090756457
141.73228346456693,209408.38227036977,485.50947306478804,209893.89174343456
153.54330708661416,208469.9936753758,413.68854509662424,208883.68222047243
165.35433070866142,209286.97261384598,356.70083735372185,209643.6734511997
177.16535433070868,224100.41301794516,310.72606276146433,224411.13908070663
188.9763779527559,232904.39163305846,273.09907859894327,233177.49071165742
200.78740157480314,243242.86537563527,241.91475474508474,243484.78013038036
212.5984251968504,247530.67104266706,215.7819880287947,247746.45303069585
224.40944881889766,248479.97014670743,193.66582859094038,248673.63597529838
236.2204724409449,258673.5128274054,174.7834103033237,258848.2962377087
248.03149606299212,277246.49665928155,158.53370549054304,277405.0303647721
259.8425196850394,281373.7659053115,144.44909942423445,281518.21500473574
271.65354330708664,290445.3666295601,132.16136884939408,290577.5279984095
283.46456692913387,293931.4567385813,121.37736826619701,294052.83410684747
295.2755905511811,298310.20311247994,111.86138259412718,298422.06449507404
307.0866141732283,307111.69031284837,103.42213627415606,307215.11244912253
318.8976377952756,317492.0008007583,95.90310579057541,317587.90390654886
330.70866141732284,320061.136270837,89.17520933843046,320150.3114801754
342.5196850393701,320951.04733238934,83.13122963297205,321034.17856202234
354.33070866141736,331631.77444823645,77.68151569036608,331709.4559639268
366.1417322834646,344665.8889068094,72.75063904404732,344738.6395458534
377.9527559055118,345771.9787667607,68.27476964973582,345840.2535364104
389.76377952755905,346377.86642849457,64.19959974410422,346442.0660282387
401.5748031496063,345295.7993615455,60.478688686271184,345356.27805023175
413.38582677165357,352622.36079966574,57.072133976595495,352679.43293364235
425.1968503937008,359255.40830955945,53.945497007198675,359309.3538065667
437.00787401574803,365576.73440866667,51.06892923398794,365627.80333790067
448.8188976377953,366225.8757985673,48.416457147735095,366274.29225571506
460.62992125984255,366838.5770625345,45.9653938996249,366884.54245643417
472.4409448818898,379384.2807333798,43.695852575830926,379427.97658595565
484.251968503937,379095.4693084883,41.590341535591605,379137.0596500239
496.06299212598424,377723.71928295627,39.63342637263576,377763.35270932893
507.8740157480315,377010.8264471839,37.811446252747146,377048.63789343665
519.6850393700788,374362.8493592668,36.11227485605861,374398.9616341229
531.496062992126,379345.4131308977,34.52511808460715,379379.9382489823
543.3070866141733,382742.7076026539,33.04034221234852,382775.74794486625
555.1181102362204,387056.6284364605,31.649327352344724,387088.27776381286
